"","UF","NU_ANO","NÍVEL_ENSINO","casos_total","prop_F","prop_M","casos_F","casos_M","prop_igno","prop_indef","prop_pard","prop_ama","prop_pret","prop_bran","casos_igno","casos_indef","casos_pard","casos_ama","casos_pret","casos_bran"
"204","MG",2024,"ENSINO FUNDAMENTAL",7,0.714285714285714,0.285714285714286,5,2,0,0,0.571428571428571,0,0,0.428571428571429,0,0,4,0,0,3
"205","MG",2024,"ENSINO MÉDIO",5,0.8,0.2,4,1,0,0,0.6,0,0,0.4,0,0,3,0,0,2
"206","MG",2024,"Indefinido",22,0.590909090909091,0.409090909090909,13,9,0,0,0.409090909090909,0,0.136363636363636,0.454545454545455,0,0,9,0,3,10
"207","MG",2025,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"208","MG",2025,"EDUCAÇÃO INFANTIL",3,1,0,3,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,1,0,1,1
"209","MG",2025,"ENSINO FUNDAMENTAL",3,1,0,3,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,1,0,0,2
"210","MG",2025,"Indefinido",15,0.733333333333333,0.266666666666667,11,4,0,0,0.6,0,0.133333333333333,0.266666666666667,0,0,9,0,2,4
"211","MS",2014,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"212","MS",2014,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"213","MS",2014,"ENSINO FUNDAMENTAL",4,1,0,4,0,0,0,0.25,0,0,0.75,0,0,1,0,0,3
"214","MS",2015,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"215","MS",2015,"Indefinido",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"216","MS",2017,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"217","MS",2017,"ENSINO MÉDIO",4,0.75,0.25,3,1,0,0,0,0,0.25,0.75,0,0,0,0,1,3
"218","MS",2017,"Indefinido",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"219","MS",2018,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"220","MS",2018,"EDUCAÇÃO INFANTIL",5,1,0,5,0,0,0,0.6,0,0,0.4,0,0,3,0,0,2
"221","MS",2018,"ENSINO FUNDAMENTAL",2,1,0,2,0,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"222","MS",2018,"ENSINO MÉDIO",3,1,0,3,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0,2,1
"223","MS",2019,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,1,0,2,0,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"224","MS",2019,"EDUCAÇÃO INFANTIL",13,1,0,13,0,0,0,0.384615384615385,0,0.230769230769231,0.384615384615385,0,0,5,0,3,5
"225","MS",2019,"ENSINO FUNDAMENTAL",6,0.833333333333333,0.166666666666667,5,1,0,0,0.666666666666667,0,0,0.333333333333333,0,0,4,0,0,2
"226","MS",2019,"ENSINO MÉDIO",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"227","MS",2019,"Indefinido",3,1,0,3,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,2,0,0,1
"228","MS",2020,"EDUCAÇÃO INFANTIL",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"229","MS",2021,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"230","MS",2021,"EDUCAÇÃO INFANTIL",5,1,0,5,0,0,0,0.2,0,0,0.8,0,0,1,0,0,4
"231","MS",2021,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"232","MS",2022,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"233","MS",2022,"ENSINO FUNDAMENTAL",2,0.5,0.5,1,1,0.5,0,0.5,0,0,0,1,0,1,0,0,0
"234","MS",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"235","MS",2023,"EDUCAÇÃO INFANTIL",2,1,0,2,0,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"236","MS",2023,"ENSINO MÉDIO",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"237","MS",2023,"Indefinido",13,0.692307692307692,0.307692307692308,9,4,0,0,0.461538461538462,0,0.153846153846154,0.384615384615385,0,0,6,0,2,5
"238","MS",2024,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,0.5,0.5,1,1,0,0,0,0,0.5,0.5,0,0,0,0,1,1
"239","MS",2024,"Indefinido",5,0.8,0.2,4,1,0.4,0.2,0.2,0,0,0.2,2,1,1,0,0,1
"240","MS",2025,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"241","MS",2025,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"242","MS",2025,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"243","MT",2013,"ENSINO FUNDAMENTAL",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"244","MT",2017,"ENSINO MÉDIO",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"245","MT",2018,"ENSINO FUNDAMENTAL",4,1,0,4,0,0,0,0.75,0.25,0,0,0,0,3,1,0,0
"246","MT",2019,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",5,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,5
"247","MT",2023,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"248","MT",2024,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"249","MT",2024,"Indefinido",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"250","PA",2013,"Indefinido",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"251","PA",2014,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"252","PA",2016,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"253","PA",2017,"ENSINO MÉDIO",1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"254","PA",2019,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",5,0.6,0.4,3,2,0,0,1,0,0,0,0,0,5,0,0,0
"255","PA",2020,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0
"256","PA",2020,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"257","PA",2021,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"258","PA",2022,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",3,0.333333333333333,0.666666666666667,1,2,0,0,1,0,0,0,0,0,3,0,0,0
"259","PA",2022,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"260","PA",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",5,1,0,5,0,0,0,0.6,0.2,0,0.2,0,0,3,1,0,1
"261","PA",2023,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"262","PA",2024,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",9,0.444444444444444,0.555555555555556,4,5,0,0,1,0,0,0,0,0,9,0,0,0
"263","PA",2024,"ENSINO MÉDIO",2,1,0,2,0,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"264","PA",2024,"Indefinido",2,0.5,0.5,1,1,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"265","PA",2025,"Indefinido",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"266","PB",2013,"ENSINO FUNDAMENTAL",2,0.5,0.5,1,1,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"267","PB",2014,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",4,1,0,4,0,0,0.5,0.25,0,0,0.25,0,2,1,0,0,1
"268","PB",2014,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"269","PB",2015,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",12,1,0,12,0,0.0833333333333333,0.833333333333333,0,0,0,0.0833333333333333,1,10,0,0,0,1
"270","PB",2015,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"271","PB",2017,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",30,0.9,0.1,27,3,0.0333333333333333,0.1,0.6,0,0,0.266666666666667,1,3,18,0,0,8
"272","PB",2017,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"273","PB",2017,"Indefinido",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"274","PB",2018,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",20,0.85,0.15,17,3,0,0,0.6,0,0.05,0.35,0,0,12,0,1,7
"275","PB",2019,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",18,0.722222222222222,0.277777777777778,13,5,0.0555555555555556,0,0.777777777777778,0,0,0.166666666666667,1,0,14,0,0,3
"276","PB",2019,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"277","PB",2019,"Indefinido",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"278","PB",2020,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",14,1,0,14,0,0,0.142857142857143,0.785714285714286,0,0,0.0714285714285714,0,2,11,0,0,1
"279","PB",2020,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"280","PB",2020,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"281","PB",2021,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",23,0.956521739130435,0.0434782608695652,22,1,0,0.0434782608695652,0.91304347826087,0,0,0.0434782608695652,0,1,21,0,0,1
"282","PB",2022,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",28,0.928571428571429,0.0714285714285714,26,2,0.0714285714285714,0.0357142857142857,0.892857142857143,0,0,0,2,1,25,0,0,0
"283","PB",2022,"ENSINO FUNDAMENTAL",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"284","PB",2022,"Indefinido",5,1,0,5,0,0,0,0,0.4,0.2,0.4,0,0,0,2,1,2
"285","PB",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",26,1,0,26,0,0,0.0384615384615385,0.5,0,0,0.461538461538462,0,1,13,0,0,12
"286","PB",2023,"EDUCAÇÃO INFANTIL",3,1,0,3,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,2,0,0,1
"287","PB",2023,"ENSINO FUNDAMENTAL",4,0.5,0.5,2,2,0,0,0.25,0.25,0,0.5,0,0,1,1,0,2
"288","PB",2023,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"289","PB",2024,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",17,0.823529411764706,0.176470588235294,14,3,0,0,0.941176470588235,0,0,0.0588235294117647,0,0,16,0,0,1
"290","PB",2024,"EDUCAÇÃO INFANTIL",3,1,0,3,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0,2,0,1,0
"291","PB",2024,"ENSINO FUNDAMENTAL",10,1,0,10,0,0,0,0.2,0,0,0.8,0,0,2,0,0,8
"292","PB",2024,"Indefinido",2,1,0,2,0,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"293","PB",2025,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",9,0.888888888888889,0.111111111111111,8,1,0,0.111111111111111,0.777777777777778,0,0,0.111111111111111,0,1,7,0,0,1
"294","PB",2025,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"295","PB",2025,"ENSINO FUNDAMENTAL",2,0.5,0.5,1,1,0,0,0,0,0,1,0,0,0,0,0,2
"296","PB",2025,"Indefinido",2,0.5,0.5,1,1,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"297","PE",2013,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"298","PE",2013,"ENSINO FUNDAMENTAL",2,1,0,2,0,0,0,0,0.5,0,0.5,0,0,0,1,0,1
"299","PE",2013,"Indefinido",2,0,1,0,2,0,0,1,0,0,0,0,0,2,0,0,0
"300","PE",2014,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"301","PE",2014,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"302","PE",2015,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"303","PE",2015,"ENSINO FUNDAMENTAL",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"304","PE",2015,"ENSINO MÉDIO",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"305","PE",2016,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"306","PE",2016,"ENSINO MÉDIO",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"307","PE",2016,"Indefinido",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"308","PE",2017,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,0.5,0.5,1,1,0,0,1,0,0,0,0,0,2,0,0,0
"309","PE",2017,"ENSINO FUNDAMENTAL",2,0.5,0.5,1,1,0,0,0,0,0,1,0,0,0,0,0,2
"310","PE",2017,"ENSINO MÉDIO",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"311","PE",2021,"ENSINO FUNDAMENTAL",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"312","PE",2022,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"313","PE",2022,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"314","PE",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"315","PE",2023,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"316","PE",2023,"ENSINO MÉDIO",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"317","PE",2023,"Indefinido",6,0.5,0.5,3,3,0,0,0.5,0,0,0.5,0,0,3,0,0,3
"318","PE",2024,"Indefinido",2,0,1,0,2,0,0,0.5,0,0.5,0,0,0,1,0,1,0
"319","PE",2025,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"320","PE",2025,"Indefinido",3,1,0,3,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,2,0,0,1
"321","PI",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"322","PI",2023,"Indefinido",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"323","PI",2025,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"324","PI",2025,"Indefinido",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"325","PR",2013,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"326","PR",2015,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"327","PR",2015,"ENSINO FUNDAMENTAL",2,1,0,2,0,0.5,0,0,0,0,0.5,1,0,0,0,0,1
"328","PR",2016,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"329","PR",2017,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"330","PR",2017,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"331","PR",2018,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"332","PR",2018,"EDUCAÇÃO INFANTIL",2,1,0,2,0,0,0,0,0,0.5,0.5,0,0,0,0,1,1
"333","PR",2018,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"334","PR",2018,"Indefinido",1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"335","PR",2019,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3
"336","PR",2019,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"337","PR",2019,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"338","PR",2019,"Indefinido",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"339","PR",2020,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"340","PR",2020,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"341","PR",2020,"Indefinido",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"342","PR",2021,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",7,1,0,7,0,0,0,0.142857142857143,0,0,0.857142857142857,0,0,1,0,0,6
"343","PR",2021,"EDUCAÇÃO PROFISSIONALIZANTE",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"344","PR",2022,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",11,1,0,11,0,0,0,0,0.0909090909090909,0,0.909090909090909,0,0,0,1,0,10
"345","PR",2022,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"346","PR",2022,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"347","PR",2022,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"348","PR",2022,"Indefinido",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"349","PR",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",9,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,9
"350","PR",2023,"EDUCAÇÃO INFANTIL",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"351","PR",2023,"ENSINO FUNDAMENTAL",3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3
"352","PR",2023,"ENSINO MÉDIO",5,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,5
"353","PR",2023,"Indefinido",20,0.75,0.25,15,5,0,0,0.1,0,0,0.9,0,0,2,0,0,18
"354","PR",2024,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",17,0.882352941176471,0.117647058823529,15,2,0,0,0.176470588235294,0,0,0.823529411764706,0,0,3,0,0,14
"355","PR",2024,"EDUCAÇÃO INFANTIL",12,0.916666666666667,0.0833333333333333,11,1,0,0,0.166666666666667,0,0.0833333333333333,0.75,0,0,2,0,1,9
"356","PR",2024,"EDUCAÇÃO PROFISSIONALIZANTE",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"357","PR",2024,"ENSINO FUNDAMENTAL",39,0.974358974358974,0.0256410256410256,38,1,0.0256410256410256,0,0.153846153846154,0,0.0512820512820513,0.769230769230769,1,0,6,0,2,30
"358","PR",2024,"Indefinido",16,0.6875,0.3125,11,5,0,0,0.0625,0.0625,0,0.875,0,0,1,1,0,14
"359","PR",2025,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,1,0,2,0,0.5,0,0,0,0,0.5,1,0,0,0,0,1
"360","PR",2025,"EDUCAÇÃO INFANTIL",3,1,0,3,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,1,0,0,2
"361","PR",2025,"ENSINO FUNDAMENTAL",8,0.75,0.25,6,2,0.125,0,0.125,0,0,0.75,1,0,1,0,0,6
"362","PR",2025,"Indefinido",2,1,0,2,0,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"363","RJ",2013,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"364","RJ",2013,"ENSINO MÉDIO",2,0.5,0.5,1,1,0.5,0,0,0,0,0.5,1,0,0,0,0,1
"365","RJ",2014,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"366","RJ",2014,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"367","RJ",2015,"ENSINO FUNDAMENTAL",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"368","RJ",2016,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"369","RJ",2016,"ENSINO FUNDAMENTAL",1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"370","RJ",2016,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"371","RJ",2017,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"372","RJ",2017,"ENSINO MÉDIO",2,1,0,2,0,0,0,0,0.5,0,0.5,0,0,0,1,0,1
"373","RJ",2017,"Indefinido",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"374","RJ",2018,"ENSINO FUNDAMENTAL",2,0.5,0.5,1,1,0.5,0,0,0,0.5,0,1,0,0,0,1,0
"375","RJ",2018,"Indefinido",1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"376","RJ",2019,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,0.5,0.5,1,1,0,0.5,0,0,0,0.5,0,1,0,0,0,1
"377","RJ",2019,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"378","RJ",2020,"ENSINO MÉDIO",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"379","RJ",2021,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"380","RJ",2022,"ENSINO MÉDIO",2,1,0,2,0,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"381","RJ",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",4,1,0,4,0,0.25,0,0.25,0,0,0.5,1,0,1,0,0,2
"382","RJ",2023,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"383","RJ",2023,"ENSINO FUNDAMENTAL",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"384","RJ",2023,"ENSINO MÉDIO",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"385","RJ",2023,"Indefinido",4,0.75,0.25,3,1,0,0,0.25,0.25,0,0.5,0,0,1,1,0,2
"386","RJ",2024,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",4,1,0,4,0,0,0.25,0.25,0,0,0.5,0,1,1,0,0,2
"387","RJ",2024,"EDUCAÇÃO INFANTIL",4,0.75,0.25,3,1,0,0,0,0,0.75,0.25,0,0,0,0,3,1
"388","RJ",2024,"ENSINO FUNDAMENTAL",3,0.666666666666667,0.333333333333333,2,1,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,1,0,1,0,0,1
"389","RJ",2024,"Indefinido",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"390","RJ",2025,"EDUCAÇÃO INFANTIL",2,1,0,2,0,0,0,0,0,0.5,0.5,0,0,0,0,1,1
"391","RJ",2025,"EDUCAÇÃO PROFISSIONALIZANTE",2,0.5,0.5,1,1,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"392","RJ",2025,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"393","RJ",2025,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"394","RJ",2025,"Indefinido",3,0.666666666666667,0.333333333333333,2,1,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,1,2
"395","RN",2014,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"396","RN",2014,"ENSINO MÉDIO",3,0.666666666666667,0.333333333333333,2,1,0,0,1,0,0,0,0,0,3,0,0,0
"397","RN",2014,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"398","RN",2015,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,0.5,0.5,1,1,0.5,0,0.5,0,0,0,1,0,1,0,0,0
"399","RN",2015,"Indefinido",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"400","RN",2016,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",3,1,0,3,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,1,0,0,2
"401","RN",2016,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"402","RN",2017,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",4,0.75,0.25,3,1,0.25,0,0.25,0,0,0.5,1,0,1,0,0,2
"403","RN",2017,"EDUCAÇÃO INFANTIL",3,1,0,3,0,0.333333333333333,0,0.666666666666667,0,0,0,1,0,2,0,0,0
"404","RN",2017,"ENSINO FUNDAMENTAL",3,0.333333333333333,0.666666666666667,1,2,0.333333333333333,0,0.666666666666667,0,0,0,1,0,2,0,0,0
"405","RN",2017,"ENSINO MÉDIO",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"406","RN",2017,"Indefinido",3,0.666666666666667,0,2,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,1,0,0,1,0,1
"407","RN",2018,"Indefinido",2,1,0,2,0,0.5,0,0,0,0,0.5,1,0,0,0,0,1
"408","RN",2019,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"409","RN",2019,"ENSINO FUNDAMENTAL",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"410","RN",2019,"Indefinido",2,1,0,2,0,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"411","RN",2021,"Indefinido",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"412","RN",2022,"ENSINO MÉDIO",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"413","RN",2022,"Indefinido",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
